iter	RMSE
1664	2.54802953
1665	2.547425714
1666	2.546896642
1667	2.546659273
1668	2.546637973
1669	2.546004477
1670	2.545667092
1671	2.545288711
1672	2.545146261
1673	2.544758734
1674	2.544383317
1675	2.544006236
1676	2.543614795
1677	2.543433823
1678	2.543001656
1679	2.542766297
1680	2.542480631
1681	2.542429996
1682	2.542219936
1683	2.542126989
1684	2.542050696
1685	2.541614521
1686	2.541309518
1687	2.541127446
1688	2.540650392
1689	2.540396033
1690	2.539774506
1691	2.539299271
1692	2.539241749
1693	2.539101887
1694	2.538959931
1695	2.538889956
1696	2.538519711
1697	2.537947099
1698	2.537930732
1699	2.537525643
1700	2.537110586
1701	2.536966101
1702	2.536685981
1703	2.536448437
1704	2.536398397
1705	2.536310382
1706	2.536171182
1707	2.535560997
1708	2.535469217
1709	2.534952183
1710	2.53470034
1711	2.534644546
1712	2.534231174
1713	2.53417061
1714	2.534148155
1715	2.533860058
1716	2.533450449
1717	2.533363548
1718	2.533293189
1719	2.533267665
1720	2.532895468
1721	2.532750136
1722	2.532659707
1723	2.532255833
1724	2.531845459
1725	2.531114849
1726	2.531092946
1727	2.530793359
1728	2.530741527
1729	2.530141436
1730	2.529683195
1731	2.529451589
1732	2.529400109
1733	2.529224457
1734	2.528802213
1735	2.528465956
1736	2.528162027
1737	2.527651713
1738	2.527088332
1739	2.526601926
1740	2.526142024
1741	2.525925517
1742	2.525439404
1743	2.525095226
1744	2.524849876
1745	2.524577018
1746	2.524209471
1747	2.523733894
1748	2.523436559
1749	2.52337483
1750	2.523350169
1751	2.523060729
1752	2.523001312
1753	2.522729754
1754	2.522402424
1755	2.522351821
1756	2.52211617
1757	2.522073029
1758	2.521674149
1759	2.521580732
1760	2.521323994
1761	2.520730376
1762	2.520047826
1763	2.520026447
1764	2.519943603
1765	2.519350216
1766	2.518933936
1767	2.518571776
1768	2.518103969
1769	2.517528359
1770	2.51712623
1771	2.517066204
1772	2.516606037
1773	2.516580357
1774	2.516011558
1775	2.515663395
1776	2.515389655
1777	2.515157317
1778	2.515088087
1779	2.514520225
1780	2.514494897
1781	2.514175025
1782	2.513727659
1783	2.513389899
1784	2.513155613
1785	2.513105134
1786	2.51292414
1787	2.512481927
1788	2.512155324
1789	2.512019661
1790	2.511726747
1791	2.511623295
1792	2.51095002
1793	2.510658513
1794	2.510457477
1795	2.509827904
1796	2.509396178
1797	2.509332959
1798	2.509008352
1799	2.508501488
1800	2.508003254
1801	2.507587732
1802	2.507062374
1803	2.506736197
1804	2.506565793
1805	2.506012386
1806	2.50598991
1807	2.505548389
1808	2.505286392
1809	2.504965061
1810	2.504567986
1811	2.504175965
1812	2.503855736
1813	2.5033133
1814	2.503002035
1815	2.502915289
1816	2.502434072
1817	2.502375698
1818	2.501986998
1819	2.501562088
1820	2.501063531
1821	2.500669183
1822	2.500367563
1823	2.499957048
1824	2.499423465
1825	2.499127476
1826	2.49856283
1827	2.498191212
1828	2.497560049
1829	2.497035253
1830	2.49687109
1831	2.496337624
1832	2.495708992
1833	2.495690522
1834	2.49508825
1835	2.495030812
1836	2.494658277
1837	2.494595771
1838	2.494259375
1839	2.49391029
1840	2.493371717
1841	2.493040174
1842	2.492733917
1843	2.492353412
1844	2.49199626
1845	2.491927671
1846	2.491368163
1847	2.491117402
1848	2.490594987
1849	2.490510729
1850	2.490427335
1851	2.49013597
1852	2.49010317
1853	2.490032587
1854	2.489804692
1855	2.489322714
1856	2.489300558
1857	2.489245889
1858	2.488695824
1859	2.488471575
1860	2.488180551
1861	2.487624292
1862	2.48756497
1863	2.487403819
1864	2.487194634
1865	2.486953247
1866	2.486412636
1867	2.486353984
1868	2.48582324
1869	2.485300649
1870	2.484954318
1871	2.4846163
1872	2.484225775
1873	2.483896489
1874	2.483522905
1875	2.483073499
1876	2.483040873
1877	2.482883102
1878	2.482413441
1879	2.482042375
1880	2.481962754
1881	2.481863094
1882	2.481784296
1883	2.481722489
1884	2.481206763
1885	2.480945665
1886	2.480314781
1887	2.479716543
1888	2.479264661
1889	2.478699152
1890	2.478377152
1891	2.477948707
1892	2.477697946
1893	2.477648742
1894	2.477267043
1895	2.476844323
1896	2.476515868
1897	2.47600075
1898	2.475921884
1899	2.4756816
1900	2.475600495
1901	2.475064651
1902	2.474832349
1903	2.474773451
1904	2.474754235
1905	2.474328004
1906	2.474047759
1907	2.473751307
1908	2.473441208
1909	2.473309464
1910	2.472916065
1911	2.47242231
1912	2.471891784
1913	2.471875209
1914	2.47122803
1915	2.470936526
1916	2.470571863
1917	2.470051392
1918	2.469480694
1919	2.469422507
1920	2.46932538
1921	2.468818016
1922	2.468517663
1923	2.468084221
1924	2.467680258
1925	2.467624608
1926	2.467385141
1927	2.467328698
1928	2.467251605
1929	2.466794864
1930	2.466775355
1931	2.466362577
1932	2.466019143
1933	2.465739243
1934	2.465217847
1935	2.465192823
1936	2.464664449
1937	2.464579738
1938	2.464201837
1939	2.463858705
1940	2.463483435
1941	2.46298626
1942	2.462479238
1943	2.46243132
1944	2.462109665
1945	2.462090181
1946	2.461730582
1947	2.461371692
1948	2.461234567
1949	2.460843544
1950	2.460823149
1951	2.460359449
1952	2.460280954
1953	2.460019722
1954	2.45986846
1955	2.459662068
1956	2.459301077
1957	2.459167463
1958	2.459100769
1959	2.458767572
1960	2.458711911
1961	2.458667606
1962	2.458184031
1963	2.458108412
1964	2.458033535
1965	2.457901222
1966	2.457785681
1967	2.457445867
1968	2.457081292
1969	2.457026012
1970	2.456457337
1971	2.456394801
1972	2.456054022
1973	2.456035049
1974	2.455973443
1975	2.455489924
1976	2.454980376
1977	2.45456673
1978	2.454234528
1979	2.453795004
1980	2.453415761
1981	2.453013693
1982	2.452662907
1983	2.452314802
1984	2.451885986
1985	2.451676414
1986	2.451350282
1987	2.451067503
1988	2.450751518
1989	2.450366692
1990	2.449934829
1991	2.449798386
1992	2.449364788
1993	2.448988179
1994	2.448614449
1995	2.448342067
1996	2.448320924
1997	2.447817978
1998	2.447434601
1999	2.44716954
2000	2.446744312
2001	2.446692627
2002	2.446112607
2003	2.445635348
2004	2.445417701
2005	2.444940835
2006	2.444929011
2007	2.444673974
2008	2.444646199
2009	2.444282947
2010	2.444033745
2011	2.443466195
2012	2.443057977
2013	2.442591426
2014	2.442387474
2015	2.442333555
2016	2.442094187
2017	2.441672634
2018	2.441403689
2019	2.440922109
2020	2.440713918
2021	2.440306776
2022	2.439871585
2023	2.439799167
2024	2.439612933
2025	2.43920629
2026	2.43877742
2027	2.438404144
2028	2.437910949
2029	2.437836763
2030	2.437788211
2031	2.437347193
2032	2.437276593
2033	2.436951872
2034	2.436622289
2035	2.436602189
2036	2.436257279
2037	2.436059294
2038	2.435987275
2039	2.435561456
2040	2.435492966
2041	2.435182848
2042	2.435021497
2043	2.434753617
2044	2.434393846
2045	2.434373412
2046	2.433945784
2047	2.433921692
2048	2.433470258
2049	2.433398233
2050	2.432888001
2051	2.43254164
2052	2.432100925
2053	2.432055448
2054	2.431743765
2055	2.431393124
2056	2.431282141
2057	2.431227216
2058	2.431211998
2059	2.431191169
2060	2.431146138
2061	2.430698303
2062	2.43024203
2063	2.429946535
2064	2.429925943
2065	2.429561369
2066	2.429216206
2067	2.428860832
2068	2.428441595
2069	2.428370905
2070	2.42810477
2071	2.42777683
2072	2.427294445
2073	2.426820834
2074	2.426430245
2075	2.426089502
2076	2.425905455
2077	2.425484974
2078	2.425051202
2079	2.424557542
2080	2.424244841
2081	2.42411522
2082	2.423661384
2083	2.423467561
2084	2.423339234
2085	2.423003908
2086	2.422759575
2087	2.42270832
2088	2.422401203
2089	2.42225597
2090	2.42200829
2091	2.421919385
2092	2.421625638
2093	2.42133429
2094	2.421084727
2095	2.420860238
2096	2.42046754
2097	2.420338807
2098	2.420115032
2099	2.419832291
2100	2.419767292
2101	2.419447027
2102	2.419134606
2103	2.419086337
2104	2.418872944
2105	2.418387872
2106	2.418021819
2107	2.418004972
2108	2.417601327
2109	2.417538917
2110	2.417266994
2111	2.416837096
2112	2.416768285
2113	2.41643049
2114	2.416066093
2115	2.415691522
2116	2.415623454
2117	2.41531651
2118	2.414840707
2119	2.414356356
2120	2.414283178
2121	2.414146736
2122	2.414019746
2123	2.41396033
2124	2.41383491
2125	2.413645709
2126	2.413403741
2127	2.413335056
2128	2.413017903
2129	2.412621453
2130	2.412231292
2131	2.411956239
2132	2.411740897
2133	2.411655844
2134	2.411589678
2135	2.411202697
2136	2.410638988
2137	2.410221052
2138	2.410154489
2139	2.409678186
2140	2.40929463
2141	2.408827536
2142	2.408701803
2143	2.408659862
2144	2.408612938
2145	2.408478533
2146	2.408077673
2147	2.408030147
2148	2.40759937
2149	2.407231931
2150	2.407107593
2151	2.406687406
2152	2.406171989
2153	2.405989719
2154	2.405867149
2155	2.405631463
2156	2.405453756
2157	2.405414368
2158	2.405359804
2159	2.405102616
2160	2.404798512
2161	2.40478563
2162	2.404471558
2163	2.404154344
2164	2.40391645
2165	2.403588673
2166	2.403521861
2167	2.403457052
2168	2.403122984
2169	2.402695432
2170	2.402651982
2171	2.402265925
2172	2.401985638
2173	2.401402391
2174	2.401159166
2175	2.400794837
2176	2.400332802
2177	2.400157919
2178	2.399847217
2179	2.399510081
2180	2.399199386
2181	2.399135362
2182	2.398673699
2183	2.39842751
2184	2.397854049
2185	2.39745445
2186	2.397407845
2187	2.396926812
2188	2.3965399
2189	2.396183941
2190	2.39577016
2191	2.395628578
2192	2.395560617
2193	2.395199108
2194	2.394653907
2195	2.394291611
2196	2.394083475
2197	2.393859055
2198	2.393410014
2199	2.393001785
2200	2.392753683
2201	2.39270749
2202	2.392347156
2203	2.392173783
2204	2.391795515
2205	2.391731446
2206	2.391608756
2207	2.391280082
2208	2.391218615
2209	2.39116726
2210	2.391122097
2211	2.390709663
2212	2.390438324
2213	2.390415
2214	2.390114013
2215	2.390068665
2216	2.389507355
2217	2.389040911
2218	2.38856138
2219	2.388513116
2220	2.38814332
2221	2.387843355
2222	2.387299675
2223	2.387212892
2224	2.386748403
2225	2.386579699
2226	2.386267595
2227	2.386147593
2228	2.385933411
2229	2.385763978
2230	2.385513933
2231	2.385055735
2232	2.38459949
2233	2.384245638
2234	2.384183526
2235	2.384146702
2236	2.383858059
2237	2.383798753
2238	2.38351025
2239	2.383451528
2240	2.38303442
2241	2.382868685
2242	2.382486861
2243	2.382169887
2244	2.381796728
2245	2.381356544
2246	2.380849214
2247	2.380729898
2248	2.380339827
2249	2.380298004
2250	2.38000143
2251	2.379684717
2252	2.379438175
2253	2.379319604
2254	2.37912246
2255	2.378959393
2256	2.378671631
2257	2.378389142
2258	2.378328247
2259	2.378259419
2260	2.377948616
2261	2.377641174
2262	2.377270379
2263	2.376796696
2264	2.376375405
2265	2.376316349
2266	2.376175586
2267	2.375823235
2268	2.375428998
2269	2.375077463
2270	2.374633645
2271	2.374357388
2272	2.37395386
2273	2.373602989
2274	2.373443261
2275	2.373307041
2276	2.373192432
2277	2.37261668
2278	2.372562181
2279	2.372525745
2280	2.372465866
2281	2.372138181
2282	2.371833581
2283	2.37140247
2284	2.371318511
2285	2.371296526
2286	2.371026317
2287	2.370693959
2288	2.370318276
2289	2.369998165
2290	2.369957596
2291	2.369900952
2292	2.369754905
2293	2.36920861
2294	2.369151621
2295	2.368623696
2296	2.368319767
2297	2.368069043
2298	2.367780158
2299	2.367385725
2300	2.36695843
2301	2.366485158
2302	2.366021205
2303	2.365595241
2304	2.365455873
2305	2.364968878
2306	2.364909336
2307	2.364846002
2308	2.364455385
2309	2.364066462
2310	2.363787272
2311	2.363365923
2312	2.363323117
2313	2.363310012
2314	2.363090455
2315	2.362860029
2316	2.362642358
2317	2.362375359
2318	2.36223881
2319	2.362203207
2320	2.362068667
2321	2.361711259
2322	2.361664738
2323	2.361606723
2324	2.361342412
2325	2.361302926
2326	2.360900749
2327	2.360509253
2328	2.360305012
2329	2.359963998
2330	2.359602319
2331	2.35912637
2332	2.358690275
2333	2.358335548
2334	2.358014102
2335	2.357957561
2336	2.357631572
2337	2.357267553
2338	2.3572094
2339	2.356890438
2340	2.356586898
2341	2.356260412
2342	2.356223387
2343	2.355873336
2344	2.355758778
2345	2.355459841
2346	2.355254795
2347	2.354938923
2348	2.354501491
2349	2.354098359
2350	2.354061811
2351	2.354004293
2352	2.353977911
2353	2.353824397
2354	2.353412074
2355	2.352973742
2356	2.352372264
2357	2.352097202
2358	2.352040513
2359	2.351745603
2360	2.35149521
2361	2.351351404
2362	2.351278107
2363	2.351042656
2364	2.35065372
2365	2.350346859
2366	2.350300824
2367	2.350250069
2368	2.349790356
2369	2.34939524
2370	2.349328712
2371	2.348914699
2372	2.348496757
2373	2.348156379
2374	2.348095306
2375	2.347919722
2376	2.347678799
2377	2.347435213
2378	2.347195949
2379	2.346863335
2380	2.346535534
2381	2.346454509
2382	2.346234917
2383	2.346031981
2384	2.345626136
2385	2.345379104
2386	2.345114597
2387	2.345034545
2388	2.344731279
2389	2.344719437
2390	2.344282269
2391	2.344082194
2392	2.343845572
2393	2.343826782
2394	2.343542344
2395	2.343135991
2396	2.342998663
2397	2.342980029
2398	2.342829332
2399	2.342474517
2400	2.342116387
2401	2.341743198
2402	2.341348317
2403	2.340982908
2404	2.340927214
2405	2.340768344
2406	2.340302773
2407	2.339767361
2408	2.339619383
2409	2.339285234
2410	2.338965299
2411	2.33892752
2412	2.338536366
2413	2.338131109
2414	2.337670846
2415	2.337358213
2416	2.336898207
2417	2.336843921
2418	2.336441889
2419	2.336134017
2420	2.3357303
2421	2.335308468
2422	2.334961225
2423	2.33471044
2424	2.334329982
2425	2.333767314
2426	2.333591608
2427	2.333221792
2428	2.332848247
2429	2.332622211
2430	2.332396536
2431	2.332185829
2432	2.332069546
2433	2.331988496
2434	2.331718492
2435	2.331361501
2436	2.330956346
2437	2.330903448
2438	2.330637985
2439	2.330252794
2440	2.329785451
2441	2.32972769
2442	2.329615325
2443	2.329378212
2444	2.329102276
2445	2.328860267
2446	2.328817406
2447	2.328533754
2448	2.328204131
2449	2.327970216
2450	2.327949623
2451	2.327698535
2452	2.327690206
2453	2.327319649
2454	2.327265693
2455	2.327231631
2456	2.326766843
2457	2.32644992
2458	2.326249364
2459	2.326195725
2460	2.325790576
2461	2.325772197
2462	2.32525637
2463	2.325045297
2464	2.325010687
2465	2.324738931
2466	2.324425784
2467	2.324045471
2468	2.323993201
2469	2.323957646
2470	2.323527287
2471	2.323247713
2472	2.323050982
2473	2.323005891
2474	2.322856991
2475	2.322492137
2476	2.322050651
2477	2.321577277
2478	2.32152581
2479	2.321223339
2480	2.321082582
2481	2.320657455
2482	2.320196068
2483	2.31988759
2484	2.319758457
2485	2.319395532
2486	2.31887327
2487	2.318611905
2488	2.318328647
2489	2.318273954
2490	2.318262934
2491	2.317968248
2492	2.317912538
2493	2.317542182
2494	2.317295815
2495	2.317240759
2496	2.316911111
2497	2.316870268
2498	2.316540321
2499	2.316498412
2500	2.316092713
2501	2.315696006
2502	2.315279872
2503	2.315229894
2504	2.315190393
2505	2.315142093
2506	2.314861465
2507	2.314469989
2508	2.314048053
2509	2.313737747
2510	2.313413213
2511	2.31337395
2512	2.313172135
2513	2.312837514
2514	2.312609657
2515	2.312289517
2516	2.311754541
2517	2.311272038
2518	2.310972971
2519	2.310538884
2520	2.310114137
2521	2.309722659
2522	2.309350698
2523	2.309301529
2524	2.309100691
2525	2.308785553
2526	2.308438664
2527	2.308176682
2528	2.308038219
2529	2.307990002
2530	2.30797041
2531	2.307906039
2532	2.307506449
2533	2.307281692
2534	2.30704047
2535	2.30675577
2536	2.306469356
2537	2.306429081
2538	2.306029887
2539	2.305658561
2540	2.30561979
2541	2.305340394
2542	2.305292444
2543	2.305281198
2544	2.305237472
2545	2.304952065
2546	2.304566549
2547	2.304111854
2548	2.303817767
2549	2.303493728
2550	2.303319247
2551	2.302883594
2552	2.302539936
2553	2.302169006
2554	2.301987731
2555	2.301753693
2556	2.301490078
2557	2.301271635
2558	2.30092424
2559	2.300879862
2560	2.300509719
2561	2.300250351
2562	2.2998866
2563	2.299657075
2564	2.299434786
2565	2.2992398
2566	2.299220621
2567	2.298802844
2568	2.298403991
2569	2.298067086
2570	2.298050884
2571	2.298023143
2572	2.29766305
2573	2.297257498
2574	2.297220332
2575	2.296937824
2576	2.296927466
2577	2.296908776
2578	2.296869232
2579	2.296859079
2580	2.296573572
2581	2.296024632
2582	2.295988002
2583	2.295473492
2584	2.295117068
2585	2.294905087
2586	2.294729337
2587	2.294451578
2588	2.294037885
2589	2.293696524
2590	2.293414775
2591	2.293367019
2592	2.293334876
2593	2.292987778
2594	2.292938776
2595	2.292750549
2596	2.292678168
2597	2.292274844
2598	2.292067586
2599	2.291761268
2600	2.291590469
2601	2.291579849
2602	2.291223369
2603	2.290792234
2604	2.290468033
2605	2.290040731
2606	2.289780703
2607	2.289484966
2608	2.2891431
2609	2.288890222
2610	2.288595918
2611	2.288265195
2612	2.287883594
2613	2.28764664
2614	2.287597912
2615	2.287201749
2616	2.286826149
2617	2.286454489
2618	2.286397701
2619	2.286367793
2620	2.286034935
2621	2.285638592
2622	2.285622099
2623	2.285489495
2624	2.285471127
2625	2.285281479
2626	2.284875689
2627	2.284834977
2628	2.284758048
2629	2.284335968
2630	2.28405646
2631	2.283644871
2632	2.28330154
2633	2.283010806
2634	2.282572845
2635	2.282333771
2636	2.281972421
2637	2.281777984
2638	2.281460949
2639	2.281384692
2640	2.281177901
2641	2.280616304
2642	2.280235862
2643	2.27995864
2644	2.279911317
2645	2.279713007
2646	2.279196344
2647	2.278832079
2648	2.278592445
2649	2.278068059
2650	2.27760911
2651	2.277234096
2652	2.276949197
2653	2.276599317
2654	2.276282598
2655	2.276003457
2656	2.275868912
2657	2.27553663
2658	2.275309883
2659	2.274876425
2660	2.27484157
2661	2.274327006
2662	2.274022806
2663	2.273947721
2664	2.273729992
2665	2.273405464
2666	2.273099668
2667	2.272845867
2668	2.272789765
2669	2.272475978
2670	2.272131753
2671	2.271813005
2672	2.271508833
2673	2.271025469
2674	2.270737759
2675	2.27037223
2676	2.270334001
2677	2.269997301
2678	2.26963627
2679	2.269261805
2680	2.268875594
2681	2.268561318
2682	2.268136759
2683	2.268090413
2684	2.267769785
2685	2.267267576
2686	2.266971504
2687	2.266408965
2688	2.266083454
2689	2.266051831
2690	2.265786352
2691	2.2657486
2692	2.265414177
2693	2.2651858
2694	2.264910563
2695	2.26458156
2696	2.264261021
2697	2.263927686
2698	2.263659171
2699	2.263299094
2700	2.262939054
2701	2.262659574
2702	2.262214867
2703	2.261999363
2704	2.261647917
2705	2.261381144
2706	2.261109759
2707	2.261063074
2708	2.260885509
2709	2.260698328
2710	2.260539614
2711	2.260162833
2712	2.25998329
2713	2.259910758
2714	2.259590748
2715	2.259550108
2716	2.259169352
2717	2.259097493
2718	2.25887744
2719	2.258446433
2720	2.258109437
2721	2.257857609
2722	2.257824058
2723	2.257570012
2724	2.257539567
2725	2.257276588
2726	2.256926466
2727	2.256821853
2728	2.256492502
2729	2.256166786
2730	2.255828111
2731	2.255794935
2732	2.255744799
2733	2.255267516
2734	2.254749761
2735	2.254622304
2736	2.254153919
2737	2.25388717
2738	2.253429628
2739	2.253000148
2740	2.252631014
2741	2.252598503
2742	2.252354693
2743	2.25232432
2744	2.251968404
2745	2.251938042
2746	2.251772559
2747	2.251565922
2748	2.251309699
2749	2.250896428
2750	2.250743938
2751	2.250308705
2752	2.24992828
2753	2.24952352
2754	2.24949419
2755	2.248945811
2756	2.248683224
2757	2.248284757
2758	2.247905324
2759	2.247441005
2760	2.247049358
2761	2.246756297
2762	2.246476121
2763	2.246217825
2764	2.245938317
2765	2.245588355
2766	2.245517436
2767	2.245144876
2768	2.244871959
2769	2.244854312
2770	2.244362046
2771	2.244333493
2772	2.243995483
2773	2.243922843
2774	2.243885967
2775	2.243782051
2776	2.243415452
2777	2.243152038
2778	2.242771384
2779	2.242726797
2780	2.242538526
2781	2.242045687
2782	2.242014602
2783	2.241729375
2784	2.241596172
2785	2.241149956
2786	2.240719144
2787	2.240689687
2788	2.240422878
2789	2.240199144
2790	2.239846544
2791	2.239796879
2792	2.239536918
2793	2.239033627
2794	2.238772589
2795	2.238496297
2796	2.238013701
2797	2.238005448
2798	2.237970802
2799	2.237887339
2800	2.237689444
2801	2.237536966
2802	2.237467037
2803	2.237094294
2804	2.237025001
2805	2.23683847
2806	2.236495272
2807	2.236134195
2808	2.235948513
2809	2.235938788
2810	2.235403601
2811	2.235200388
2812	2.234734947
2813	2.234684902
2814	2.234358685
2815	2.234289648
2816	2.234098593
2817	2.234036396
2818	2.233965791
2819	2.233707781
2820	2.233385412
2821	2.233018443
2822	2.232588541
2823	2.232231919
2824	2.231810772
2825	2.23144636
2826	2.230967265
2827	2.230686418
2828	2.230643662
2829	2.230338626
2830	2.230152135
2831	2.22991859
2832	2.229884688
2833	2.229462719
2834	2.229232893
2835	2.228872645
2836	2.228425204
2837	2.228130484
2838	2.227811427
2839	2.227538442
2840	2.227521439
2841	2.227242664
2842	2.227225786
2843	2.226818567
2844	2.226477032
2845	2.226433599
2846	2.226397357
2847	2.226182881
2848	2.226162414
2849	2.225943491
2850	2.225552676
2851	2.225286265
2852	2.224964561
2853	2.224631983
2854	2.224148612
2855	2.223731774
2856	2.223386694
2857	2.22335868
2858	2.223290736
2859	2.222950661
2860	2.222781691
2861	2.222732693
2862	2.222509813
2863	2.222027352
2864	2.221898765
2865	2.221505982
2866	2.221020857
2867	2.220573537
2868	2.220218754
2869	2.219933816
2870	2.219577158
2871	2.219429122
2872	2.219075576
2873	2.218839513
2874	2.218436385
2875	2.218028312
2876	2.217757307
2877	2.217305675
2878	2.216957516
2879	2.216701551
2880	2.216277302
2881	2.21588192
2882	2.215680363
2883	2.215563831
2884	2.21529764
2885	2.21488774
2886	2.214483016
2887	2.214233544
2888	2.213880224
2889	2.213488603
2890	2.213452951
2891	2.213190311
2892	2.212900535
2893	2.212647677
2894	2.212613411
2895	2.212186091
2896	2.211938781
2897	2.211768235
2898	2.21144054
2899	2.211125209
2900	2.210816115
2901	2.210472851
2902	2.210111059
2903	2.20989422
2904	2.209541233
2905	2.20922486
2906	2.208939007
2907	2.208616003
2908	2.208355396
2909	2.208312796
2910	2.208214069
2911	2.20788994
2912	2.207619407
2913	2.207364257
2914	2.207152857
2915	2.206806506
2916	2.206777848
2917	2.206489802
2918	2.206188183
2919	2.20594292
2920	2.205541126
2921	2.205140592
2922	2.205131222
2923	2.204870471
2924	2.204818568
2925	2.204584149
2926	2.204378722
2927	2.204050869
2928	2.203934978
2929	2.203729865
2930	2.203479597
2931	2.203218801
2932	2.202898348
2933	2.202436404
2934	2.202201725
2935	2.201720403
2936	2.201656328
2937	2.201472866
2938	2.201257342
2939	2.201048792
2940	2.200620261
2941	2.200554185
2942	2.200488754
2943	2.200095648
2944	2.199868132
2945	2.199539752
2946	2.199241484
2947	2.199201506
2948	2.199119412
2949	2.198699106
2950	2.198286061
2951	2.198014457
2952	2.197725864
2953	2.197497408
2954	2.197110579
2955	2.196857555
2956	2.196649761
2957	2.196445856
2958	2.196400936
2959	2.196151098
2960	2.195936146
2961	2.195684212
2962	2.195416017
2963	2.195022991
2964	2.195015222
2965	2.194668032
2966	2.194280022
2967	2.193893721
2968	2.193851553
2969	2.193397408
2970	2.193062778
2971	2.192927552
2972	2.192657832
2973	2.192253533
2974	2.192213353
2975	2.191861319
2976	2.191592954
2977	2.191472205
2978	2.191344138
2979	2.191120596
2980	2.190819159
2981	2.190527758
2982	2.190384042
2983	2.190067907
2984	2.189683991
2985	2.189523479
2986	2.189145167
2987	2.188760541
2988	2.18852125
2989	2.188494701
2990	2.188429899
2991	2.188121761
2992	2.188081932
2993	2.187759187
2994	2.187415117
2995	2.187206955
2996	2.187155899
2997	2.186758579
2998	2.186419462
2999	2.186286806
3000	2.186194327
3001	2.185810877
3002	2.185514337
3003	2.185101239
3004	2.1850596
3005	2.185027088
3006	2.184853375
3007	2.184631371
3008	2.184472105
3009	2.18418974
3010	2.184157648
3011	2.183949152
3012	2.183595467
3013	2.183231362
3014	2.183167255
3015	2.18314033
3016	2.183026944
3017	2.182732888
3018	2.182535791
3019	2.182498906
3020	2.182164412
3021	2.181793817
3022	2.181366108
3023	2.181308256
3024	2.180948775
3025	2.180909351
3026	2.180630949
3027	2.180201024
3028	2.179992046
3029	2.179778463
3030	2.179554838
3031	2.179264045
3032	2.178929656
3033	2.17869287
3034	2.178419673
3035	2.178261946
3036	2.178151788
3037	2.177661571
3038	2.177328738
3039	2.177219316
3040	2.177194747
3041	2.17712763
3042	2.176927243
3043	2.176861036
3044	2.176579611
3045	2.176158823
3046	2.175851781
3047	2.175642432
3048	2.175320505
3049	2.174997288
3050	2.174710757
3051	2.174339342
3052	2.174050853
3053	2.173642835
3054	2.173328341
3055	2.1729163
3056	2.172523664
3057	2.172481194
3058	2.172169577
3059	2.172018642
3060	2.171817868
3061	2.171527452
3062	2.17135351
3063	2.171315619
3064	2.171004216
3065	2.17098073
3066	2.170590338
3067	2.170258951
3068	2.170251791
3069	2.170172631
3070	2.169797796
3071	2.169512546
3072	2.169210035
3073	2.169170456
3074	2.168981632
3075	2.168705597
3076	2.168456645
3077	2.167938608
3078	2.167578988
3079	2.167187453
3080	2.166876203
3081	2.166436355
3082	2.166394388
3083	2.166355239
3084	2.166093235
3085	2.166030344
3086	2.165696012
3087	2.1653565
3088	2.165017397
3089	2.16485091
3090	2.164525414
3091	2.164509831
3092	2.164382874
3093	2.164102402
3094	2.16374127
3095	2.16343742
3096	2.162915589
3097	2.162515975
3098	2.162301692
3099	2.161937652
3100	2.161827314
3101	2.161371813
3102	2.160998117
3103	2.160959194
3104	2.160480803
3105	2.160369379
3106	2.160058941
3107	2.159721147
3108	2.159585254
3109	2.159253258
3110	2.15888891
3111	2.158875205
3112	2.158622369
3113	2.158581795
3114	2.158544036
3115	2.158284058
3116	2.158247408
3117	2.157954569
3118	2.157714724
3119	2.157478014
3120	2.157122475
3121	2.1571141
3122	2.156861446
3123	2.156559477
3124	2.156406339
3125	2.15636357
3126	2.156220571
3127	2.155972571
3128	2.155953742
3129	2.155798924
3130	2.155404666
3131	2.155127014
3132	2.154916929
3133	2.154889904
3134	2.154852096
3135	2.154670435
3136	2.15439002
3137	2.154220031
3138	2.15420628
3139	2.154178119
3140	2.153956061
3141	2.153612682
3142	2.153460192
3143	2.153235432
3144	2.153197158
3145	2.152903569
3146	2.152891201
3147	2.152598642
3148	2.152470495
3149	2.152235418
3150	2.151986479
3151	2.15167045
3152	2.151608412
3153	2.151504244
3154	2.151449277
3155	2.151273762
3156	2.151212285
3157	2.150894958
3158	2.150732743
3159	2.150705259
3160	2.150561107
3161	2.150187468
3162	2.150014258
3163	2.149976604
3164	2.14976993
3165	2.1495057
3166	2.1491677
3167	2.148884371
3168	2.148564394
3169	2.148546843
3170	2.14834347
3171	2.147873959
3172	2.147544857
3173	2.14753242
3174	2.147236076
3175	2.147012639
3176	2.146834212
3177	2.146460546
3178	2.146089837
3179	2.145796365
3180	2.145592962
3181	2.145341937
3182	2.145011867
3183	2.144870628
3184	2.144477686
3185	2.144182882
3186	2.144040691
3187	2.143729868
3188	2.143458639
3189	2.143147669
3190	2.14293213
3191	2.142610059
3192	2.142255605
3193	2.142031829
3194	2.14181252
3195	2.141522045
3196	2.141190827
3197	2.140905571
3198	2.140588442
3199	2.140413574
3200	2.14039263
3201	2.140230387
3202	2.140190388
3203	2.140183642
3204	2.139884497
3205	2.139487376
3206	2.139236067
3207	2.138793718
3208	2.13844339
3209	2.138142103
3210	2.137864931
3211	2.137853481
3212	2.137395138
3213	2.137172038
3214	2.137157183
3215	2.136986867
3216	2.136973439
3217	2.136913449
