iter	RMSE
868	2.768826623
869	2.768256782
870	2.767706198
871	2.767451747
872	2.767360915
873	2.766935889
874	2.766837442
875	2.766540348
876	2.766300825
877	2.766178443
878	2.766076354
879	2.765562268
880	2.765442179
881	2.765346969
882	2.764800149
883	2.764672254
884	2.764396935
885	2.764259944
886	2.763950908
887	2.763539133
888	2.763453623
889	2.763350908
890	2.763286368
891	2.763081803
892	2.762943034
893	2.762830809
894	2.762042694
895	2.761854134
896	2.761779505
897	2.761555483
898	2.761311076
899	2.761217628
900	2.760614783
901	2.760134352
902	2.760056262
903	2.759466765
904	2.758850045
905	2.758671607
906	2.75823919
907	2.757619261
908	2.757200131
909	2.756820805
910	2.756714469
911	2.756622136
912	2.756382388
913	2.75624688
914	2.756145091
915	2.755770262
916	2.755692165
917	2.755430368
918	2.755334164
919	2.754759693
920	2.754178556
921	2.753889904
922	2.75369045
923	2.753457695
924	2.753341515
925	2.75304183
926	2.75294759
927	2.752481812
928	2.751991233
929	2.75190847
930	2.751583904
931	2.751531818
932	2.751438675
933	2.751192527
934	2.750633923
935	2.750385155
936	2.750234662
937	2.749661993
938	2.749588818
939	2.749511782
940	2.748969079
941	2.748634593
942	2.74850302
943	2.748007426
944	2.74789469
945	2.747630554
946	2.747449969
947	2.746972388
948	2.746825059
949	2.746761559
950	2.74665903
951	2.746406738
952	2.74580359
953	2.745585754
954	2.745457052
955	2.745123121
956	2.744983244
957	2.744909335
958	2.744812848
959	2.744281944
960	2.743783784
961	2.743365101
962	2.743221596
963	2.74304782
964	2.742938603
965	2.742329804
966	2.742237717
967	2.742157932
968	2.741972764
969	2.741443419
970	2.741127084
971	2.740814074
972	2.740711605
973	2.740585156
974	2.740126307
975	2.740013203
976	2.739760287
977	2.739500763
978	2.738925192
979	2.738551332
980	2.738022362
981	2.737922058
982	2.737375935
983	2.737264052
984	2.737149608
985	2.736574265
986	2.736447369
987	2.73612274
988	2.735714147
989	2.735511949
990	2.735012928
991	2.734662874
992	2.734538926
993	2.733956101
994	2.733645072
995	2.7333202
996	2.733206349
997	2.733115722
998	2.732983607
999	2.732480796
1000	2.732394129
1001	2.731874761
1002	2.731390901
1003	2.730999097
1004	2.730851766
1005	2.730739978
1006	2.730654713
1007	2.730184953
1008	2.730073546
1009	2.729700014
1010	2.729592769
1011	2.72949325
1012	2.728937854
1013	2.728827647
1014	2.728719102
1015	2.728580058
1016	2.728473412
1017	2.728389712
1018	2.727831482
1019	2.727747454
1020	2.727509027
1021	2.727273543
1022	2.726740264
1023	2.726527057
1024	2.726475266
1025	2.726018199
1026	2.725932617
1027	2.725121284
1028	2.72501174
1029	2.724487832
1030	2.724380308
1031	2.724257807
1032	2.724148784
1033	2.723593891
1034	2.72302387
1035	2.722588336
1036	2.722228208
1037	2.721696909
1038	2.721509153
1039	2.721374727
1040	2.721298514
1041	2.721041326
1042	2.720620655
1043	2.72014419
1044	2.719843789
1045	2.719282486
1046	2.718910529
1047	2.718793625
1048	2.718539728
1049	2.718458527
1050	2.718315424
1051	2.718185048
1052	2.717890979
1053	2.717330088
1054	2.717247761
1055	2.71714616
1056	2.716900592
1057	2.716808421
1058	2.716584397
1059	2.716181308
1060	2.716081269
1061	2.715529873
1062	2.71544762
1063	2.715097612
1064	2.714596548
1065	2.714488064
1066	2.713947558
1067	2.713840325
1068	2.713700583
1069	2.713480909
1070	2.712971737
1071	2.712755329
1072	2.71259935
1073	2.712493903
1074	2.712240068
1075	2.712137358
1076	2.711655948
1077	2.711541066
1078	2.711296579
1079	2.71079806
1080	2.710666745
1081	2.710463943
1082	2.709933989
1083	2.709303018
1084	2.708894475
1085	2.708792307
1086	2.708722408
1087	2.708623837
1088	2.708303882
1089	2.707909535
1090	2.707827473
1091	2.707691175
1092	2.707561976
1093	2.707367612
1094	2.706865888
1095	2.706766862
1096	2.706703291
1097	2.706464858
1098	2.705915323
1099	2.705355778
1100	2.705281098
1101	2.704720075
1102	2.704641453
1103	2.704227698
1104	2.704023271
1105	2.703635404
1106	2.703319536
1107	2.703089697
1108	2.703031186
1109	2.702638515
1110	2.70254022
1111	2.702484053
1112	2.702223867
1113	2.701806286
1114	2.701711782
1115	2.701630099
1116	2.701103648
1117	2.700587453
1118	2.700320826
1119	2.699830557
1120	2.699625076
1121	2.699354776
1122	2.69912808
1123	2.69868001
1124	2.698089933
1125	2.697901345
1126	2.697744378
1127	2.697436952
1128	2.697213382
1129	2.696687409
1130	2.696625535
1131	2.696567065
1132	2.696412415
1133	2.695964013
1134	2.695429407
1135	2.695331795
1136	2.694806332
1137	2.694437366
1138	2.693807101
1139	2.693545397
1140	2.693158022
1141	2.693034685
1142	2.692740192
1143	2.692474477
1144	2.691995219
1145	2.691661057
1146	2.69129858
1147	2.691202081
1148	2.691117176
1149	2.69099116
1150	2.690705386
1151	2.690609763
1152	2.690509709
1153	2.69003228
1154	2.689726547
1155	2.689252358
1156	2.689149829
1157	2.689073696
1158	2.688748501
1159	2.688333437
1160	2.688262231
1161	2.687910312
1162	2.68779361
1163	2.687035334
1164	2.686957514
1165	2.686560126
1166	2.685791635
1167	2.685717108
1168	2.685545578
1169	2.685253545
1170	2.685167699
1171	2.684541603
1172	2.684026218
1173	2.683937914
1174	2.683865265
1175	2.683553809
1176	2.683453088
1177	2.683305808
1178	2.683248843
1179	2.683062597
1180	2.682971137
1181	2.682881247
1182	2.682825373
1183	2.68265323
1184	2.682144867
1185	2.682030282
1186	2.681927502
1187	2.681579972
1188	2.681457246
1189	2.681393675
1190	2.681324483
1191	2.681126551
1192	2.681037795
1193	2.680617647
1194	2.680104501
1195	2.679961225
1196	2.679895617
1197	2.679770103
1198	2.679483976
1199	2.679254803
1200	2.679128414
1201	2.67894194
1202	2.678450204
1203	2.678364407
1204	2.67828238
1205	2.678212764
1206	2.677819951
1207	2.677643389
1208	2.67716531
1209	2.677093187
1210	2.676625116
1211	2.676558083
1212	2.676474733
1213	2.676209428
1214	2.676127184
1215	2.676042429
1216	2.675520814
1217	2.675137592
1218	2.674763167
1219	2.674627729
1220	2.674509985
1221	2.674429333
1222	2.674372529
1223	2.673990494
1224	2.673483474
1225	2.673005409
1226	2.672657616
1227	2.672548431
1228	2.672389508
1229	2.67230976
1230	2.67182689
1231	2.671323636
1232	2.670738251
1233	2.670192118
1234	2.670126203
1235	2.670042193
1236	2.669608958
1237	2.669113885
1238	2.668989069
1239	2.668688921
1240	2.668045111
1241	2.667660161
1242	2.66715247
1243	2.667083709
1244	2.666580103
1245	2.666492507
1246	2.666057712
1247	2.665989492
1248	2.665911875
1249	2.665534246
1250	2.665455272
1251	2.665076259
1252	2.664553949
1253	2.664480567
1254	2.664339813
1255	2.663808032
1256	2.663684377
1257	2.663570498
1258	2.663481249
1259	2.663137461
1260	2.662876852
1261	2.662375282
1262	2.661770858
1263	2.661695273
1264	2.661629382
1265	2.661457361
1266	2.661111546
1267	2.660625252
1268	2.66055075
1269	2.660434293
1270	2.660206956
1271	2.659830656
1272	2.659446425
1273	2.659381789
1274	2.659282024
1275	2.659009817
1276	2.658681374
1277	2.658649532
1278	2.658567853
1279	2.658169353
1280	2.657676824
1281	2.65722207
1282	2.657158723
1283	2.657095973
1284	2.657037899
1285	2.656576645
1286	2.656088656
1287	2.655758232
1288	2.655397287
1289	2.655296239
1290	2.65470564
1291	2.654631335
1292	2.654258114
1293	2.654072522
1294	2.654026947
1295	2.653601298
1296	2.653263141
1297	2.653059638
1298	2.652674292
1299	2.652404841
1300	2.652322474
1301	2.65182953
1302	2.65151612
1303	2.651437663
1304	2.651219348
1305	2.650701095
1306	2.650545009
1307	2.650484998
1308	2.650331248
1309	2.649863221
1310	2.649599502
1311	2.649329912
1312	2.64899729
1313	2.648952286
1314	2.648647309
1315	2.648588493
1316	2.648307252
1317	2.647939121
1318	2.647629279
1319	2.647036301
1320	2.646917402
1321	2.646590753
1322	2.646097882
1323	2.645436404
1324	2.645341122
1325	2.645264513
1326	2.645113983
1327	2.645040425
1328	2.644561215
1329	2.644077277
1330	2.644008501
1331	2.64354941
1332	2.643491984
1333	2.643375171
1334	2.643011046
1335	2.642301138
1336	2.641856243
1337	2.641679722
1338	2.641384886
1339	2.640930834
1340	2.640448376
1341	2.64032545
1342	2.640255036
1343	2.640217381
1344	2.640021364
1345	2.639756659
1346	2.639310122
1347	2.639038075
1348	2.63877607
1349	2.638284415
1350	2.638055537
1351	2.637676921
1352	2.637421435
1353	2.637326146
1354	2.637036455
1355	2.63696705
1356	2.636853004
1357	2.6366486
1358	2.636579814
1359	2.636345957
1360	2.635718545
1361	2.635662904
1362	2.63562209
1363	2.635020161
1364	2.634850413
1365	2.634065888
1366	2.63394583
1367	2.633472741
1368	2.633400923
1369	2.633208417
1370	2.632940192
1371	2.632372914
1372	2.632297226
1373	2.632251212
1374	2.632186485
1375	2.631935449
1376	2.631620777
1377	2.631501858
1378	2.631065493
1379	2.630776451
1380	2.630710339
1381	2.63059935
1382	2.63053393
1383	2.630229162
1384	2.630153231
1385	2.62997511
1386	2.629475972
1387	2.629411619
1388	2.629131293
1389	2.629060694
1390	2.628990826
1391	2.628366683
1392	2.627887086
1393	2.627712149
1394	2.627433361
1395	2.627121696
1396	2.626657727
1397	2.62654153
1398	2.626130633
1399	2.625336992
1400	2.625271705
1401	2.624717082
1402	2.624627386
1403	2.624467516
1404	2.623918115
1405	2.623496187
1406	2.623431564
1407	2.623362624
1408	2.622896226
1409	2.622492773
1410	2.62219394
1411	2.621698221
1412	2.621242577
1413	2.621154279
1414	2.621089038
1415	2.621024333
1416	2.620639961
1417	2.620433993
1418	2.620382514
1419	2.620044888
1420	2.619954261
1421	2.619903321
1422	2.619835541
1423	2.619423163
1424	2.618952922
1425	2.618867309
1426	2.61871146
1427	2.618407311
1428	2.618289007
1429	2.617563089
1430	2.617458172
1431	2.617052807
1432	2.6165925
1433	2.616525334
1434	2.616216242
1435	2.615918426
1436	2.615855627
1437	2.615794466
1438	2.615203441
1439	2.615100637
1440	2.614749847
1441	2.614262717
1442	2.614196404
1443	2.613436075
1444	2.613282734
1445	2.612856939
1446	2.612797211
1447	2.612652575
1448	2.612349006
1449	2.611968112
1450	2.61172183
1451	2.611361516
1452	2.610811828
1453	2.610567165
1454	2.610484125
1455	2.610382754
1456	2.610123441
1457	2.609589023
1458	2.60955446
1459	2.609208428
1460	2.608939042
1461	2.608819035
1462	2.608520283
1463	2.608404497
1464	2.608105995
1465	2.608001781
1466	2.607889932
1467	2.607264975
1468	2.606874165
1469	2.606723389
1470	2.60629611
1471	2.605764098
1472	2.60547168
1473	2.605204145
1474	2.604861503
1475	2.604425779
1476	2.604232429
1477	2.603708497
1478	2.603384619
1479	2.603283237
1480	2.602854323
1481	2.602797037
1482	2.602412739
1483	2.602303193
1484	2.601917862
1485	2.60145622
1486	2.601359947
1487	2.601072168
1488	2.600624934
1489	2.600160384
1490	2.600099674
1491	2.600035151
1492	2.599931118
1493	2.599645806
1494	2.599306116
1495	2.599249499
1496	2.599107526
1497	2.598757087
1498	2.598596124
1499	2.598106411
1500	2.597597704
1501	2.597301749
1502	2.597061496
1503	2.596543225
1504	2.596133416
1505	2.595904465
1506	2.595601224
1507	2.595231495
1508	2.595171787
1509	2.5948894
1510	2.594826076
1511	2.594441213
1512	2.594020372
1513	2.593673715
1514	2.593363354
1515	2.592859494
1516	2.592495891
1517	2.592244588
1518	2.591972131
1519	2.591823706
1520	2.591465608
1521	2.591435364
1522	2.591032727
1523	2.590575045
1524	2.589904232
1525	2.589603057
1526	2.589224649
1527	2.589007546
1528	2.588952392
1529	2.588508725
1530	2.588444576
1531	2.58796991
1532	2.58731508
1533	2.587038267
1534	2.586763446
1535	2.586405447
1536	2.586094229
1537	2.585821679
1538	2.585575618
1539	2.585529475
1540	2.585018237
1541	2.584772219
1542	2.584178321
1543	2.58413253
1544	2.584035736
1545	2.583574493
1546	2.583250245
1547	2.583093976
1548	2.583038993
1549	2.582771939
1550	2.582666985
1551	2.582238836
1552	2.581804866
1553	2.581591909
1554	2.581326571
1555	2.581206443
1556	2.581068461
1557	2.580831027
1558	2.580329698
1559	2.580174807
1560	2.580118065
1561	2.579809368
1562	2.579589837
1563	2.57938046
1564	2.579319395
1565	2.57919464
1566	2.578661207
1567	2.578368665
1568	2.57826534
1569	2.577807516
1570	2.577276101
1571	2.577067735
1572	2.576709719
1573	2.576505581
1574	2.575856815
1575	2.575411504
1576	2.574924915
1577	2.574388093
1578	2.57386339
1579	2.573421871
1580	2.573222119
1581	2.572619383
1582	2.572524844
1583	2.572127089
1584	2.571791035
1585	2.571357562
1586	2.57116917
1587	2.570907706
1588	2.570759254
1589	2.570560739
1590	2.570496106
1591	2.569979192
1592	2.569300677
1593	2.568879158
1594	2.568785133
1595	2.568338863
1596	2.567704923
1597	2.567670894
1598	2.56730129
1599	2.567045087
1600	2.566836864
1601	2.566736607
1602	2.566342016
1603	2.565585431
1604	2.565090727
1605	2.564660875
1606	2.564032474
1607	2.563938708
1608	2.563796969
1609	2.563644724
1610	2.563614491
1611	2.563324669
1612	2.563052774
1613	2.562955406
1614	2.562452356
1615	2.562356031
1616	2.562265363
1617	2.562163952
1618	2.561896502
1619	2.561470631
1620	2.561397453
1621	2.56094026
1622	2.560779715
1623	2.560489286
1624	2.560001641
1625	2.559968846
1626	2.559909918
1627	2.559758299
1628	2.559703833
1629	2.5595111
1630	2.559057804
1631	2.558908565
1632	2.558718641
1633	2.558271273
1634	2.557927078
1635	2.557560578
1636	2.557506584
1637	2.557222805
1638	2.556811405
1639	2.556739173
1640	2.556492628
1641	2.555938867
1642	2.555570977
1643	2.555092303
1644	2.55456446
1645	2.55440542
1646	2.5536758
1647	2.553362882
1648	2.552711075
1649	2.552280485
1650	2.552125025
1651	2.551488996
1652	2.551118609
1653	2.551030292
1654	2.550959687
1655	2.55090141
1656	2.550368811
1657	2.549941433
1658	2.54975305
1659	2.549475605
1660	2.548861439
1661	2.548770367
1662	2.548626526
1663	2.548481431
